SR. No.,RollNo,Gender,Caste Category,PH,Ex-Serviceman,Sports,Widow,Obtain Marks
9130,212013693,M,SEBC,,,,,113.5852
9131,212013694,M,General(EWS),,,,,132.8152
9132,212013695,M,General(EWS),,,,,117.4312
9133,212013696,M,General,,,,,122.0464
9134,212013699,M,SEBC,,,,,136.4048
9135,212013702,M,SEBC,,,,,122.5592
9136,212013704,M,SEBC,,,,,107.688
9137,212013705,F,SEBC,,,,,135.1228
9138,212013706,M,SEBC,,,,,96.6628
9139,212013708,M,ST,,,,,81.2788
9140,212013709,M,SC,,,,,112.0468
9141,212013710,M,SC,,,,,102.8164
9142,212013711,M,SC,,,,,125.636
9143,212013714,F,SEBC,,,,,129.7384
9144,212013715,M,SEBC,,,,,131.7896
9145,212013718,F,General(EWS),,,,,130.2512
9146,212013719,M,SEBC,,,,,110.252
9147,212013721,M,SEBC,,,,,113.5852
9148,212013722,F,General,,,,,83.5864
9149,212013723,M,SEBC,,,,,129.482
9150,212013724,M,SEBC,,,,,117.4312
9151,212013727,M,SEBC,,,,,102.8164
9152,212013729,M,ST,,,,,122.3028
9153,212013732,M,SEBC,,,,,104.6112
9154,212013733,M,SEBC,,,,,129.2256
9155,212013737,M,SC,,,,,136.1484
9156,212013738,M,SEBC,,,,,119.4824
9157,212013739,M,SEBC,,,,,135.1228
9158,212013740,M,General(EWS),,,,,132.046
9159,212013742,M,General(EWS),,,,,138.9688
9160,212013743,F,General(EWS),,,,,100.7652
9161,212013747,M,SEBC,,,,,105.124
9162,212013748,M,SEBC,,,,,112.0468
9163,212013749,M,ST,,,,,100.5088
9164,212013751,M,SEBC,,,,,103.0728
9165,212013753,M,SEBC,,,,,129.2256
9166,212013754,F,SEBC,,,,,136.4048
9167,212013755,M,SEBC,,,,,123.3284
9168,212013757,M,SEBC,,,,,133.8408
9169,212013758,M,ST,,,,,99.7396
9170,212013759,M,ST,,,,,93.3296
9171,212013760,M,SEBC,,,,,118.2004
9172,212013762,M,SEBC,,,YES,,135.3792
9173,212013763,M,ST,,,,,94.6116
9174,212013764,F,General(EWS),,,,,118.4568
9175,212013767,M,SEBC,,,,,112.3032
9176,212013768,M,SEBC,,,,,137.9432
9177,212013769,F,General(EWS),,,,,95.8936
9178,212013770,M,SC,,,,,103.5856
9179,212013772,F,SEBC,,,,,121.5336
9180,212013774,F,SEBC,,,,,107.1752
9181,212013776,M,SEBC,,,,,126.6616
9182,212013777,M,SEBC,,,,,131.2768
9183,212013778,M,General(EWS),,,,,105.3804
9184,212013780,M,SC,,,,,108.97
9185,212013781,M,General(EWS),,,,,115.1236
9186,212013783,M,General(EWS),,,,,116.662
9187,212013784,M,SEBC,,,,,100.5088
9188,212013785,M,SC,,,,,89.9964
9189,212013786,F,General,,,,,108.97
9190,212013787,M,ST,,,,,113.8416
9191,212013788,M,General(EWS),,,,,123.3284
9192,212013789,F,SEBC,,,,,102.8164
9193,212013790,M,SEBC,,,,,149.7376
9194,212013791,M,General(EWS),,,,,97.1756
9195,212013792,M,SEBC,,,,,108.2008
9196,212013793,F,SEBC,,,,,106.6624
9197,212013794,M,SEBC,,,,,112.0468
9198,212013795,F,ST,,,,,111.534
9199,212013796,M,SEBC,,,,,101.7908
9200,212013797,M,ST,,,,,107.9444
9201,212013798,M,SC,,,,,96.4064
9202,212013799,M,General(EWS),,,,,121.79
9203,212013800,M,SEBC,,,,,101.5344
9204,212013801,M,SEBC,,,,,120.2516
9205,212013802,F,ST,,,,,91.7912
9206,212013803,M,SEBC,,,,,142.302
9207,212013805,M,SEBC,,,,,81.2788
9208,212013806,F,SEBC,,,,,102.8164
9209,212013808,F,General,,,,,81.0224
9210,212013810,M,ST,,,,,94.868
9211,212013812,M,SEBC,,,,,84.3556
9212,212013814,M,SEBC,,,,,140.5072
9213,212013815,F,SEBC,,,,,113.0724
9214,212013818,M,SC,,,,,143.3276
9215,212013820,M,ST,,,,,96.15
9216,212013821,F,SEBC,,,,,95.3808
9217,212013822,M,General(EWS),,,,,87.4324
9218,212013823,F,General(EWS),,,,,92.0476
9219,212013824,M,SEBC,,,,,130.2512
9220,212013825,M,SEBC,,,,,105.8932
9221,212013826,M,SEBC,,,,,89.2272
9222,212013827,M,SEBC,,,,,91.5348
9223,212013828,M,SC,,,,,137.6868
9224,212013830,M,SEBC,,,,,146.6608
9225,212013831,F,SC,,,,,95.3808
9226,212013833,M,General(EWS),,,,,119.226
9227,212013836,M,ST,,,,,86.6632
9228,212013837,F,General(EWS),,,,,95.8936
9229,212013838,M,General(EWS),,,,,127.4308
9230,212013839,F,SEBC,,,,,120.508
9231,212013841,F,SEBC,,,,,87.9452
9232,212013842,M,SEBC,,,,,143.3276
9233,212013843,M,General(EWS),,,,,124.354
9234,212013844,M,SEBC,,,,,134.61
9235,212013845,F,General(EWS),,,,,94.0988
9236,212013846,M,General,,,,,123.072
9237,212013848,M,ST,,,,,91.7912
9238,212013849,M,SEBC,,,,,92.0476
9239,212013851,M,SEBC,,,,,136.1484
9240,212013853,M,SEBC,,,,,94.0988
9241,212013855,M,SC,,,,,132.046
9242,212013856,M,SEBC,,,,,128.9692
9243,212013859,F,General,,,,,84.8684
9244,212013860,M,General,,,,,154.0964
9245,212013861,F,SEBC,,,,,111.0212
9246,212013862,M,General(EWS),,,,,98.4576
9247,212013863,F,SEBC,,,,,119.226
9248,212013864,M,General,,,,,145.8916
9249,212013865,F,SC,,,,,105.124
9250,212013866,F,SEBC,,,,,80.2532
9251,212013867,F,SEBC,,,,,128.2
9252,212013869,F,General(EWS),,,YES,,126.6616
9253,212013872,M,SEBC,,,,,109.4828
9254,212013873,M,ST,,,,,129.2256
9255,212013874,M,SEBC,,,,,107.688
9256,212013875,M,SEBC,,,,,119.7388
9257,212013876,F,SC,,,,,87.6888
9258,212013877,M,SEBC,,,,,162.814
9259,212013878,M,General(EWS),,,,,123.072
9260,212013879,M,SEBC,,,,,100.5088
9261,212013880,M,General(EWS),,,,,138.1996
9262,212013881,M,SC,,,,,113.5852
9263,212013883,M,SC,,,,,148.4556
9264,212013886,M,SC,,,,,100.5088
9265,212013887,M,SC,,,,,130.2512
9266,212013888,M,SEBC,,,,,102.8164
9267,212013889,F,SC,,,,,139.2252
9268,212013890,M,SEBC,,,,,155.8912
9269,212013892,F,SEBC,,,,,100.7652
9270,212013893,M,General(EWS),,,,,118.9696
9271,212013894,M,SEBC,,,,,141.5328
9272,212013895,M,ST,,,,,85.1248
9273,212013896,M,SEBC,,,,,96.9192
9274,212013897,M,SEBC,,,,,129.482
9275,212013898,F,General(EWS),,,,,101.5344
9276,212013899,F,SEBC,,,,,112.3032
9277,212013900,M,SEBC,,,,,128.4564
9278,212013903,M,General,,,,,109.4828
9279,212013904,M,SEBC,,,,,138.7124
9280,212013906,F,General(EWS),,,,,111.7904
9281,212013907,F,SEBC,,,,,110.7648
9282,212013908,M,General,,,,,142.5584
9283,212013909,F,SEBC,,,,,101.7908
9284,212013910,M,General(EWS),,,,,140.5072
9285,212013911,M,ST,,,,,102.0472
9286,212013912,M,General(EWS),,,,,144.3532
9287,212013913,M,ST,,,,,84.612
9288,212013914,M,ST,,,,,99.7396
9289,212013915,M,SC,,,,,134.8664
9290,212013916,F,General,,,,,128.9692
9291,212013917,M,SC,,,,,107.1752
9292,212013919,M,General,,,,,107.4316
9293,212013920,M,SEBC,,,,,94.868
9294,212013921,M,SEBC,,,,,109.2264
9295,212013922,M,General(EWS),,,,,143.3276
9296,212013930,M,General(EWS),,,,,134.61
9297,212013931,M,SEBC,,,,,99.2268
9298,212013932,M,SEBC,,,,,132.8152
9299,212013933,F,General(EWS),,,,,92.5604
9300,212013935,M,SEBC,,,,,111.534
9301,212013941,M,SEBC,,,YES,,161.2756
9302,212013943,M,General(EWS),,,,,156.404
9303,212013947,M,SC,,,,,136.6612
9304,212013948,M,General(EWS),,,,,89.4836
9305,212013951,M,SEBC,,,,,115.6364
9306,212013954,M,General,,,,,148.1992
9307,212013955,F,SEBC,,,,,115.8928
9308,212013956,F,ST,,,,,87.176
9309,212013957,M,SEBC,,,,,143.0712
9310,212013959,M,General,,,,,135.3792
9311,212013960,F,ST,,,,,107.1752
9312,212013961,M,General(EWS),,,,,122.3028
9313,212013962,M,SEBC,,,,,128.4564
9314,212013966,M,SEBC,,,,,145.6352
9315,212013969,M,General,,,,,137.4304
9316,212013970,M,General(EWS),,,,,139.738
9317,212013972,F,General,,,,,110.252
9318,212013974,F,General(EWS),,,,,90.2528
9319,212013975,M,SEBC,,,,,115.1236
9320,212013976,M,General,,,,,123.072
9321,212013980,F,ST,,,,,93.586
9322,212013981,M,SEBC,,,,,119.9952
9323,212013989,M,General(EWS),,,,,135.892
9324,212013990,F,General(EWS),,,,,89.9964
9325,212013991,M,SC,,,,,99.4832
9326,212013992,M,SEBC,,,,,122.8156
9327,212013994,M,General(EWS),,,,,124.354
9328,212013995,M,SEBC,,,,,132.3024
9329,212013996,F,General,,,,,108.97
9330,212013997,M,SEBC,,,,,146.6608
9331,212013999,M,SEBC,,,,,130.2512
9332,212014000,M,General(EWS),,,,,121.5336
9333,212014001,F,SC,,,,,88.7144
9334,212014002,M,SEBC,,,,,99.996
9335,212014003,M,ST,,,YES,,119.226
9336,212014004,M,SC,,,,,108.7136
9337,212014006,M,General(EWS),,,,,142.0456
9338,212014008,M,ST,,,,,101.5344
9339,212014010,M,SC,,,,,95.8936
9340,212014011,M,SEBC,,,,,117.4312
9341,212014012,F,ST,,,,,95.8936
9342,212014013,M,SEBC,,,,,147.43
9343,212014015,M,SEBC,,,,,87.4324
9344,212014017,M,SEBC,,,,,101.0216
9345,212014019,M,General(EWS),,,,,125.3796
9346,212014021,M,General(EWS),,,,,124.8668
9347,212014022,M,SEBC,,,,,132.5588
9348,212014023,F,ST,,,,,90.2528
9349,212014025,F,General(EWS),,,,,120.2516
9350,212014026,M,ST,,,,,108.4572
9351,212014029,M,General,,,,,128.9692
9352,212014032,M,SEBC,,,,,101.5344
9353,212014033,M,SEBC,,,YES,,131.7896
9354,212014035,M,SEBC,,,,,101.0216
9355,212014036,M,SC,,,,,124.354
9356,212014037,F,ST,,,,,89.2272
9357,212014038,M,SEBC,,,,,99.7396
9358,212014040,M,SC,,,,,121.2772
9359,212014042,M,SEBC,,,,,84.0992
9360,212014043,M,SC,,,,,117.1748
9361,212014044,M,SEBC,,,,,107.688
9362,212014046,M,SEBC,,,,,92.5604
9363,212014049,M,SEBC,,,,,93.3296
9364,212014051,M,SC,,,,,142.8148
9365,212014052,M,SC,,,,,105.6368
9366,212014054,F,SEBC,,,,,91.7912
9367,212014055,M,SEBC,,,,,149.4812
9368,212014058,M,SEBC,,,,,133.5844
9369,212014059,M,General(EWS),,,,,106.1496
9370,212014062,M,SEBC,,,,,136.1484
9371,212014064,F,General(EWS),,,,,104.3548
9372,212014065,M,SEBC,,,YES,,82.5608
9373,212014066,M,General,,,,,98.2012
9374,212014068,M,General(EWS),,,,,136.6612
9375,212014069,M,General(EWS),,,,,155.3784
9376,212014071,M,ST,,,,,90.5092
9377,212014073,M,SEBC,,,,,81.2788
9378,212014076,F,SEBC,,,,,113.3288
9379,212014077,F,SEBC,,,,,85.894
9380,212014078,M,General(EWS),,,,,123.072
9381,212014081,F,General,,,,,105.3804
9382,212014082,M,General(EWS),,,,,131.2768
9383,212014083,F,ST,,,,,85.3812
9384,212014085,M,SEBC,,,,,109.2264
9385,212014086,M,SEBC,,,,,152.0452
9386,212014088,M,SEBC,,,,,109.4828
9387,212014089,F,SEBC,,,,,85.6376
9388,212014091,F,SEBC,,,,,91.5348
9389,212014093,F,SEBC,,,,,96.9192
9390,212014096,M,SEBC,,,,,111.2776
9391,212014097,F,General(EWS),,,,,112.0468
9392,212014098,F,SC,,,,,87.9452
9393,212014099,M,General(EWS),,,,,135.892
9394,212014101,F,SEBC,,,,,82.5608
9395,212014102,M,ST,,,,,118.7132
9396,212014103,M,SEBC,,,,,119.226
9397,212014105,M,SEBC,,,,,126.6616
9398,212014106,M,SEBC,,,,,102.56
9399,212014107,M,SEBC,,,,,147.43
9400,212014108,M,SC,,,,,85.894
9401,212014109,M,General(EWS),,,,,104.8676
9402,212014110,M,ST,,,,,97.6884
9403,212014112,M,General(EWS),,,,,89.4836
9404,212014113,F,ST,,,,,93.0732
9405,212014114,M,General,,,,,126.4052
9406,212014116,M,General(EWS),,,,,114.098
9407,212014117,M,ST,,,,,115.6364
9408,212014118,M,SEBC,,,,,83.5864
9409,212014120,M,SEBC,,,,,116.662
9410,212014121,M,General(EWS),,,,,140.2508
9411,212014125,M,SEBC,,,,,137.9432
9412,212014129,M,General(EWS),,,,,104.6112
9413,212014130,M,ST,,,,,100.7652
9414,212014132,M,General(EWS),,,,,134.3536
9415,212014136,M,General(EWS),,,,,105.6368
9416,212014138,M,General(EWS),,,,,156.1476
9417,212014140,M,SEBC,,,,,152.8144
9418,212014141,M,ST,,,,,83.33
9419,212014145,M,General,,,,,105.3804
9420,212014147,M,SEBC,,,,,132.3024
9421,212014148,M,SEBC,,,,,114.8672
9422,212014149,M,SEBC,,,,,133.328
9423,212014151,M,General(EWS),,,,,152.3016
9424,212014153,M,General(EWS),,,,,106.1496
9425,212014155,F,SEBC,,,,,106.6624
9426,212014156,M,SEBC,,,,,111.0212
9427,212014157,M,SEBC,,,,,91.2784
9428,212014158,M,ST,,,,,123.3284
9429,212014159,F,SC,,,,,135.6356
9430,212014162,M,General,,,,,153.3272
9431,212014163,F,SC,,,,,99.996
9432,212014164,F,SEBC,,,,,118.2004
9433,212014166,M,General(EWS),,,,,92.5604
9434,212014167,M,SEBC,,,,,114.098
9435,212014170,M,ST,,,,,100.7652
9436,212014173,F,SC,,,,,92.8168
9437,212014175,F,General,,,,,109.2264
9438,212014176,F,SEBC,,,,,101.7908
9439,212014177,F,General,,,,,101.5344
9440,212014178,M,SEBC,,,,,123.3284
9441,212014179,M,SEBC,,,,,131.2768
9442,212014180,M,SEBC,,,,,123.072
9443,212014182,M,SEBC,,,,,137.9432
9444,212014183,M,SEBC,,,,,140.2508
9445,212014184,F,SEBC,,,,,83.0736
9446,212014186,M,SEBC,,,,,81.2788
9447,212014187,F,SC,,,,,96.6628
9448,212014188,F,General,,,,,131.7896
9449,212014189,M,General(EWS),,,,,137.6868
9450,212014190,M,SEBC,,,,,114.3544
9451,212014191,M,SEBC,,,,,116.662
9452,212014193,F,SEBC,,,,,93.0732
9453,212014194,F,General(EWS),,,,,124.0976
9454,212014195,F,SEBC,,,,,92.8168
9455,212014197,F,SEBC,,,,,110.7648
9456,212014198,M,SEBC,,,,,141.2764
9457,212014200,M,General(EWS),,,,,141.02
9458,212014201,M,General(EWS),,,,,127.9436
9459,212014202,M,SC,,,,,136.4048
9460,212014203,M,ST,,,,,85.894
9461,212014204,M,ST,,,,,94.868
9462,212014205,M,General(EWS),,,,,134.0972
9463,212014206,F,ST,,,,,108.97
9464,212014207,F,General(EWS),,,YES,,99.996
9465,212014210,M,SC,,,,,98.9704
9466,212014211,M,General(EWS),,,,,121.0208
9467,212014213,M,General(EWS),,,,,134.8664
9468,212014214,M,SEBC,,,,,122.0464
9469,212014217,M,ST,,,,,118.7132
9470,212014219,M,SEBC,,,,,127.9436
9471,212014220,M,SEBC,,,,,137.9432
9472,212014222,M,SEBC,,,,,87.176
9473,212014227,M,General(EWS),,,,,122.5592
9474,212014228,M,SEBC,,,,,128.2
9475,212014229,F,SC,,,,,91.7912
9476,212014230,M,General(EWS),,,,,141.7892
9477,212014232,F,SEBC,,,,,114.6108
9478,212014233,M,SC,,,,,108.2008
9479,212014234,M,SEBC,,,,,129.482
9480,212014235,M,SEBC,,,,,142.0456
9481,212014236,M,SC,,,,,93.586
9482,212014238,M,ST,,,,,117.1748
9483,212014242,M,SEBC,,,,,115.38
9484,212014244,M,SEBC,,,,,121.0208
9485,212014245,M,ST,,,,,109.4828
9486,212014246,M,General(EWS),,,,,114.098
9487,212014247,F,SEBC,,,,,114.8672
9488,212014248,M,General,,,,,107.688
9489,212014250,M,ST,,,,,82.3044
9490,212014251,F,SC,,,,,102.3036
9491,212014253,F,SEBC,,,,,107.688
9492,212014254,F,General(EWS),,,,,130.5076
9493,212014258,M,SEBC,,,,,80.2532
9494,212014260,M,SEBC,,,,,116.662
9495,212014261,M,General(EWS),,,,,101.7908
9496,212014262,M,ST,,,,,96.15
9497,212014263,F,SEBC,,,,,109.2264
9498,212014264,M,SEBC,,,,,113.3288
9499,212014265,M,SC,,,,,103.3292
9500,212014267,F,General(EWS),,,,,117.944
9501,212014268,M,SEBC,,,,,113.0724
9502,212014270,M,SC,,,,,92.304
9503,212014271,F,SC,,,,,91.2784
9504,212014272,M,SEBC,,,,,138.1996
9505,212014273,F,General(EWS),,,,,108.7136
9506,212014274,F,SEBC,,,,,125.1232
9507,212014275,M,SEBC,,,,,138.9688
9508,212014276,F,SEBC,,,,,120.7644
9509,212014277,M,General,,,,,139.738
9510,212014279,M,SC,,,,,117.6876
9511,212014280,M,SC,,,,,104.3548
9512,212014281,F,SEBC,,,,,131.2768
9513,212014282,M,General(EWS),,,,,106.1496
9514,212014284,M,General,,,,,108.7136
9515,212014287,M,General,,,,,101.0216
9516,212014289,M,SEBC,,,,,143.0712
9517,212014290,M,SEBC,,,YES,,147.9428
9518,212014291,M,SEBC,,,,,138.456
9519,212014295,M,SEBC,,,,,83.0736
9520,212014296,M,General(EWS),,,,,122.0464
9521,212014297,F,SEBC,,,,,111.534
9522,212014298,F,General(EWS),,,,,118.7132
9523,212014299,M,SC,,,,,107.9444
9524,212014300,M,General(EWS),,,,,111.2776
9525,212014302,M,SEBC,,,,,90.5092
9526,212014303,F,SEBC,,,,,111.2776
9527,212014305,M,SEBC,,,,,89.74
9528,212014307,M,General,,Yes,,,102.8164
9529,212014308,M,SEBC,,,,,127.1744
9530,212014309,F,ST,,,,,91.7912
9531,212014312,M,SC,,,,,114.8672
9532,212014314,M,SEBC,,,,,139.2252
9533,212014317,M,General(EWS),,,,,145.8916
9534,212014319,M,ST,,,,,82.8172
9535,212014320,M,General(EWS),,,,,119.4824
9536,212014322,F,SEBC,,,,,104.8676
9537,212014324,M,SEBC,,,,,151.0196
9538,212014325,M,General,,,,,84.612
9539,212014326,M,SEBC,,,,,105.124
9540,212014331,M,SC,,,,,131.7896
9541,212014333,M,SEBC,,,,,102.56
9542,212014334,F,General,,,,,84.612
9543,212014335,M,SEBC,,,,,122.3028
9544,212014336,M,General(EWS),,,,,130.764
9545,212014337,F,General,,,,,136.9176
9546,212014338,M,SEBC,,,YES,,119.7388
9547,212014339,F,SC,,,,,86.9196
9548,212014340,M,SEBC,,,,,119.226
9549,212014341,M,ST,,,,,110.7648
9550,212014345,M,ST,,,,,94.868
9551,212014347,M,SEBC,,,,,115.38
9552,212014350,F,SEBC,,,YES,,84.612
9553,212014351,F,General(EWS),,,,,80.766
9554,212014354,M,SEBC,,,,,122.5592
9555,212014357,M,General(EWS),,,,,114.8672
9556,212014358,M,SEBC,,,,,103.0728
9557,212014359,M,SEBC,,,,,149.7376
9558,212014360,M,SEBC,,,,,122.3028
9559,212014361,M,General(EWS),,,,,117.944
9560,212014362,M,General(EWS),,,,,95.1244
9561,212014363,M,ST,,,,,84.3556
9562,212014364,M,ST,,,,,107.4316
9563,212014365,M,General,,Yes,,,88.7144
9564,212014366,M,General,,,,,110.7648
9565,212014368,M,SEBC,,,,,129.2256
9566,212014370,M,SEBC,,,,,126.918
9567,212014371,M,SC,,,,,142.5584
9568,212014372,M,General(EWS),,,,,130.764
9569,212014374,F,SEBC,,,,,83.8428
9570,212014375,M,SC,,,,,107.1752
9571,212014377,M,SEBC,,,,,116.662
9572,212014378,M,SEBC,,,,,135.892
9573,212014379,M,General,,,,,95.8936
9574,212014382,M,SEBC,,,,,120.2516
9575,212014383,F,ST,,,,,101.7908
9576,212014384,M,General(EWS),,,,,134.8664
9577,212014385,M,ST,,,,,106.6624
9578,212014386,M,SEBC,,,,,113.8416
9579,212014387,M,SEBC,,,,,116.1492
9580,212014388,F,SEBC,,,,,135.892
9581,212014389,M,SEBC,,,,,139.2252
9582,212014390,M,General(EWS),,,,,126.918
9583,212014392,M,General,,,,,135.1228
9584,212014393,M,SEBC,,,,,128.7128
9585,212014396,F,SC,,,,,93.586
9586,212014398,M,SEBC,,,,,132.046
9587,212014403,M,ST,,,,,94.6116
9588,212014405,M,SEBC,,,,,131.7896
9589,212014406,M,SEBC,,,,,128.7128
9590,212014410,M,General,,,,,86.9196
9591,212014411,F,SEBC,,,,,106.6624
9592,212014412,M,SEBC,,,,,104.8676
9593,212014413,M,SC,,,,,89.74
9594,212014414,F,SEBC,,,,,120.2516
9595,212014415,F,General(EWS),,,,,96.15
9596,212014416,F,SC,,,,,87.6888
9597,212014418,M,SEBC,,,,,115.38
9598,212014420,M,SEBC,,,,,145.1224
9599,212014421,M,SC,,,,,148.4556
9600,212014423,M,General(EWS),,,,,91.022
9601,212014425,F,SC,,,,,117.4312
9602,212014426,M,General(EWS),,,,,99.996
9603,212014428,M,SEBC,,,,,109.2264
9604,212014430,F,General(EWS),,,,,136.6612
9605,212014432,M,ST,,,,,112.0468
9606,212014433,M,SEBC,,,,,148.712
9607,212014434,M,SEBC,,,,,119.7388
9608,212014435,M,General(EWS),,,,,135.6356
9609,212014436,M,SEBC,,,,,157.1732
9610,212014440,M,SEBC,,,,,147.6864
9611,212014441,M,General(EWS),,,,,145.1224
9612,212014443,M,SEBC,,,,,151.7888
9613,212014444,F,ST,,,,,93.3296
9614,212014445,M,General(EWS),,,,,127.6872
9615,212014446,M,SEBC,,,,,126.6616
9616,212014447,M,General(EWS),,,,,146.4044
9617,212014448,M,SEBC,,,,,85.3812
9618,212014449,M,SEBC,,,YES,,86.9196
9619,212014451,M,ST,,,,,100.7652
9620,212014453,F,SEBC,,,,,90.5092
9621,212014455,M,SEBC,,,,,103.3292
9622,212014457,M,SEBC,,,,,123.3284
9623,212014458,M,General(EWS),,,,,114.098
9624,212014459,F,SEBC,,,,,132.046
9625,212014461,M,SEBC,,,,,82.048
9626,212014462,M,General,,,,,132.046
9627,212014463,M,General(EWS),,,,,133.8408
9628,212014465,M,SEBC,,,,,128.2
9629,212014466,M,General,,,,,112.3032
9630,212014467,F,General(EWS),,,,,109.9956
9631,212014469,M,General(EWS),,,,,123.072
9632,212014470,F,SEBC,,,,,111.2776
9633,212014472,F,SC,,,,,91.7912
9634,212014475,M,SEBC,,,,,83.8428
9635,212014479,M,SEBC,,,,,115.8928
9636,212014481,M,SEBC,,,,,142.8148
9637,212014482,M,SEBC,,,,,151.7888
9638,212014483,M,SC,,,,,121.79
9639,212014484,M,SC,,,,,117.944
9640,212014485,M,SEBC,,,,,157.9424
9641,212014486,M,SEBC,,,,,126.918
9642,212014488,F,General(EWS),,,,,126.6616
9643,212014490,M,ST,,,,,113.8416
9644,212014493,M,SEBC,,,,,140.5072
9645,212014494,M,SEBC,,,,,125.1232
9646,212014495,M,General(EWS),,,,,143.0712
9647,212014496,M,SC,,,,,87.6888
9648,212014499,F,General(EWS),,,,,124.0976
9649,212014503,M,SEBC,,,,,111.2776
9650,212014504,M,SEBC,,,,,140.2508
9651,212014505,F,SEBC,,,,,122.0464
9652,212014507,M,ST,,,,,112.816
9653,212014508,M,SEBC,,,,,102.3036
9654,212014509,F,ST,,,,,109.2264
9655,212014511,F,SEBC,,,,,82.5608
9656,212014516,F,SEBC,,,,,118.2004
9657,212014518,M,SEBC,,,,,102.56
9658,212014519,M,SEBC,,,,,109.2264
9659,212014520,F,SEBC,,,,,88.458
9660,212014521,M,ST,,,,,98.714
9661,212014523,M,General(EWS),,,,,128.9692
9662,212014524,M,SEBC,,,,,113.0724
9663,212014525,F,SEBC,,,,,91.5348
9664,212014526,M,ST,,,,,99.4832
9665,212014527,M,SEBC,,,,,136.6612
9666,212014528,F,SEBC,,,,,131.2768
9667,212014529,F,SEBC,,,,,96.15
9668,212014531,M,SC,,,,,133.5844
9669,212014533,M,General(EWS),,,,,96.9192
9670,212014534,M,SEBC,,,,,142.5584
9671,212014535,F,SEBC,,,,,118.4568
9672,212014536,F,SEBC,,,,,90.5092
9673,212014539,M,SEBC,,,,,143.0712
9674,212014543,M,General,,,,,98.714
9675,212014544,M,General(EWS),,,,,94.0988
9676,212014545,M,SC,,,,,125.636
9677,212014546,M,SC,,,,,94.868
9678,212014547,M,SC,,,,,124.0976
9679,212014548,F,SEBC,,,,,102.0472
9680,212014549,M,SEBC,,,,,119.9952
9681,212014550,F,SEBC,,,,,122.3028
9682,212014552,M,SEBC,,,,,148.9684
9683,212014553,M,General(EWS),,,YES,,152.3016
9684,212014554,M,ST,,,,,88.458
9685,212014555,M,General,,,,,115.38
9686,212014556,F,SEBC,,,,,83.33
9687,212014557,M,SEBC,,,,,123.8412
9688,212014561,M,SEBC,,,,,120.7644
9689,212014562,M,SEBC,,,,,129.9948
9690,212014563,M,SEBC,,,,,121.5336
9691,212014564,M,General(EWS),,Yes,,,114.3544
9692,212014566,M,General(EWS),,,,,132.8152
9693,212014567,M,General(EWS),,,,,139.2252
9694,212014570,F,SC,,,,,97.9448
9695,212014572,M,General(EWS),,,,,116.662
9696,212014575,M,SEBC,,,,,124.0976
9697,212014576,F,General(EWS),,,,,99.996
9698,212014577,M,SEBC,,,,,104.3548
9699,212014579,M,SEBC,,,,,96.9192
9700,212014582,M,SEBC,,,,,149.994
9701,212014583,M,General,,,,,109.7392
9702,212014584,M,SEBC,,,,,135.6356
9703,212014585,M,ST,,,,,102.3036
9704,212014586,M,SC,,,,,115.8928
9705,212014588,F,ST,,,,,108.2008
9706,212014594,M,SEBC,,,,,142.8148
9707,212014596,M,SC,,,,,144.6096
9708,212014597,M,SEBC,,,,,117.944
9709,212014598,M,General(EWS),,,,,132.046
9710,212014599,M,SC,,,,,147.43
9711,212014602,F,SEBC,,,,,107.688
9712,212014603,M,General(EWS),,,,,115.1236
9713,212014604,F,SEBC,,,,,100.2524
9714,212014606,M,SEBC,,,,,143.584
9715,212014607,M,General(EWS),,,,,145.6352
9716,212014608,M,ST,,,,,104.0984
9717,212014609,M,SEBC,,,,,152.558
9718,212014610,F,SEBC,,,,,106.1496
9719,212014612,F,SEBC,,,,,134.61
9720,212014614,M,SC,,,,,103.5856
9721,212014616,M,ST,,,,,112.5596
9722,212014618,M,SC,,Yes,,,94.0988
9723,212014620,M,General(EWS),,,,,118.9696
9724,212014622,F,General(EWS),,,,,132.5588
9725,212014623,M,SC,,,,,101.5344
9726,212014624,M,SEBC,,,,,96.15
9727,212014625,F,ST,,,,,85.1248
9728,212014626,M,ST,,,,,112.5596
9729,212014627,M,General,,,,,91.5348
9730,212014629,M,SEBC,,,,,123.5848
9731,212014631,M,SEBC,,,,,153.5836
9732,212014632,F,SEBC,,,,,104.6112
9733,212014635,F,SEBC,,,,,98.714
9734,212014637,M,SEBC,,,,,128.7128
9735,212014638,F,SEBC,,,,,109.9956
9736,212014639,M,ST,,,,,94.868
9737,212014640,M,SC,,,,,140.5072
9738,212014641,M,SEBC,,,,,96.9192
9739,212014643,F,SEBC,,,,,102.8164
9740,212014644,F,ST,,,,,113.8416
9741,212014647,M,SEBC,,,,,148.1992
9742,212014648,M,SEBC,,,,,117.6876
9743,212014650,M,ST,,,,,106.6624
9744,212014653,M,SEBC,,,,,126.1488
9745,212014658,M,SEBC,,,,,140.5072
9746,212014659,M,SEBC,,,,,117.1748
9747,212014660,M,SEBC,,,,,134.61
9748,212014662,M,General(EWS),,,,,122.3028
9749,212014664,M,ST,,,,,125.8924
9750,212014665,M,SEBC,,,,,129.482
9751,212014666,M,General(EWS),,,,,109.7392
9752,212014669,M,SEBC,,,,,126.6616
9753,212014670,M,SEBC,,,,,137.174
